company,year,sentMails,receivedMails,RelationshipQuotient
hawkespeers.com,2001,\N,5,0
haynesboone.com,2000,3,\N,0
haysmcconn.com,1979,1,\N,0
hba.org,2001,\N,27,0
hba.org,2002,\N,1,0
hbr.ed10.net,2001,\N,2,0
hbsp.ed10.net,2001,\N,3,0
hbsp.harvard.edu,2000,\N,12,0
hbsp.harvard.edu,2001,2,\N,0
hbu.edu,2001,2,\N,0
hbvllc.com,2001,\N,1,0
hcch.com,2002,1,\N,0
hchd.tmc.edu,2002,\N,2,0
hchsa.org,2001,2,\N,0
hcinternet.com,2002,\N,1,0
hciww.com,2000,3,\N,0
hcjpd.co.harris.tx.us,2001,\N,1,0
hcmwealth.com,2001,\N,1,0
hcqr.yahoo.com,2001,\N,1,0
hcs.state.or.us,2002,1,\N,0
hdinc.com,2000,6,\N,0
hdlegal.com,2001,1,\N,0
hds.com.ar,2000,2,\N,0
hds.harvard.edu,2001,5,\N,0
hdvest.com,2001,3,\N,0
healthcareins.com,2000,\N,2,0
healthlink.com,2001,1,\N,0
healthwise.org,2002,\N,1,0
heaneyrosenthal.com,2000,\N,6,0
hearme.com,2000,16,\N,0
hearme.com,2001,3,\N,0
hearthside.com,2001,1,\N,0
hedgefund.net,2001,\N,1,0
heglandtrykkeri.no,2000,3,\N,0
heidrick.com,2001,\N,4,0
heimbachresearch.com,2001,\N,2,0
heliosgroup.com,2000,\N,3,0
help.iwon.com,2000,\N,3,0
hemplinglaw.com,2001,\N,1,0
henrypetroleum.com,2001,\N,1,0
heritagetrustokc.com,2001,1,\N,0
hern.org,2000,3,\N,0
hern.org,2002,\N,1,0
herringdesign.com,2001,1,\N,0
hersweeps.com,2001,\N,3,0
herters.com,2001,\N,4,0
hertzgold.com,2002,\N,1,0
hesco.org,2000,16,\N,0
hesinet.com,2000,\N,9,0
hetrading.com,2001,\N,1,0
hevanet.com,2001,4,\N,0
hewitt.com,2000,26,\N,0
hewitt.com,2001,3,\N,0
hewm.com,2000,\N,2,0
hey.letskeepintouch.com,2001,\N,2,0
hga.org,2001,\N,6,0
hgea.org,2002,\N,1,0
hgi-fire.com,2002,\N,1,0
hgo.com,2001,\N,2,0
hgsi.com,2002,\N,1,0
hgtvnewsletters.com,2001,\N,3,0
hhabs.yahoo.com,2001,\N,1,0
hhsi.com,2000,6,\N,0
hhsi.com,2001,\N,6,0
hic.net,2000,\N,2,0
hickoryfarms.com,2001,3,\N,0
hickoryfarms.com,2002,\N,4,0
hicom.net,2000,3,\N,0
higginsinc.com,2000,3,\N,0
highlandnow.com,2001,\N,2,0
highschoolalumni.com,2000,\N,9,0
highschoolalumni.com,2001,\N,11,0
hightechbiz.com,2000,\N,3,0
hilconet.com,2001,1,\N,0
hillandknowlton.com,2000,2,\N,0
hillandknowlton.com,2001,2,\N,0
hillmanco.com,2000,2,\N,0
hillsandco.com,1999,76,\N,0
hillsandco.com,2000,9,\N,0
himalayacapital.com,2001,\N,1,0
hjcyachts.com,2001,5,\N,0
hjyachts.com,2001,5,\N,0
hkem.com,2001,\N,1,0
hkhlaw.com,1999,2,\N,0
hlp.com,2000,4,\N,0
hmc.harvard.edu,1999,4,\N,0
hmc.harvard.edu,2000,\N,2,0
hmco.com,2002,\N,1,0
hmot.com,2001,86,\N,0
hmscpas.com,2001,2,\N,0
hmtf.com,2000,3,\N,0
hnbank.com,2002,1,\N,0
hnks.com,2001,\N,2,0
hnw.com,2002,\N,1,0
hob.com,2001,\N,2,0
hob.com,2002,\N,1,0
hobbypeople.net,2002,\N,1,0
hoffmanonline.com,2000,3,\N,0
hoga.pl,2001,1,\N,0
hoganinvestment.com,2000,3,\N,0
holderness.org,2002,\N,1,0
hollandhart.com,1999,22,\N,0
hollings.senate.gov,1999,8,\N,0
hollywoodvideo.4at1.com,2002,\N,1,0
holmesmurphy.com,2001,\N,2,0
holnam.com,2001,2,\N,0
holthouseinterests.com,2001,7,\N,0
holthouseinterests.org,2000,3,\N,0
home-link.com,2000,3,\N,0
home.com,1979,1,\N,0
home.com,1999,2,\N,0
home.hern.org,2001,3,\N,0
home.ro,2001,\N,2,0
homebiz.com,2001,\N,1,0
homeside.com,2000,3,\N,0
honeywell.com,2001,\N,1,0
hongkong.com,2000,3,\N,0
hongkong.org,2001,\N,1,0
hoogendam.com,2001,1,\N,0
hooked.net,2000,2,\N,0
hoopitup.com,2001,\N,10,0
hoover.stanford.edu,2001,\N,1,0
hoovers.ymc1.net,2002,\N,1,0
hope.edu,2002,\N,1,0
hopebeckham.com,2001,\N,2,0
hopechild.com,2002,\N,1,0
hopewellcogen.com,2001,1,\N,0
hormel.com,2000,36,\N,0
hornet.eeginc.com,2000,\N,2,0
horny18.net,2001,\N,3,0
horse-vacation.com,2000,\N,4,0
hosthome.net,2002,\N,1,0
hotbot.com,2000,\N,4,0
hotbot.com,2001,\N,2,0
hotel.opt-inemail.com,2001,\N,2,0
hotelcasci.com,2001,\N,1,0
hotmail.com,1979,2,\N,0
hotmail.com,2020,\N,2,0
hotmail.kg,2001,\N,3,0
hotmail.msn.com,2001,3,\N,0
hotmail.msn.com,2002,5,\N,0
hotornot.com,2001,\N,2,0
hotornot.com,2002,\N,1,0
hotpop.com,2001,\N,4,0
hotwire.com,2000,\N,5,0
hotwire.com,2001,\N,3,0
hotwire.m0.net,2000,\N,3,0
hotwire.m0.net,2001,\N,7,0
hotwire.m0.net,2002,\N,11,0
hou-law.com,2001,4,\N,0
house.state.tx.us,2001,3,\N,0
housedressing.com,2000,\N,3,0
housotn.rr.com,2001,1,\N,0
houston.ds.adp.com,2000,9,\N,0
houston.geco-prakla.slb.com,2000,3,\N,0
houston.geoquest.slb.com,2000,3,\N,0
houston.org,2002,\N,11,0
houston.quik.com,2001,\N,5,0
houston.rr.cpm,2001,1,\N,0
houston.rr.osm,2001,1,\N,0
houstonballet.org,2000,7,\N,0
houstoncellular.com,2000,28,\N,0
houstoncellular.com,2001,2,\N,0
houstonisd.org,2000,3,\N,0
houstonrr.com,2001,2,\N,0
houstonzoo.org,2000,3,\N,0
houworks.com,1999,\N,3,0
how2doit.net,2000,\N,3,0
howard.edu,2000,\N,15,0
howard.edu,2001,\N,22,0
howard.edu,2002,\N,11,0
howardweil.com,2000,3,\N,0
howellcorporation.com,2001,1,\N,0
howrey.com,2001,50,\N,0
howry.com,2001,25,\N,0
hp.com,2001,12,\N,0
hpccm.p0.com,2002,\N,2,0
hpcorp.com,2000,59,\N,0
hpftd1.ftdi.com,2001,6,\N,0
hpol.gsbc.com,2001,\N,4,0
hpol.gsbc.com,2002,\N,3,0
hpsv.m0.net,2002,\N,1,0
hq1.em1.chris,2000,2,\N,0
hr.ci.houston.tx.us,2001,5,\N,0
hrcivil.com,2000,3,\N,0
hsc.utah.edu,2002,\N,1,0
hsjs.com,2002,\N,1,0
hsresources.com,2000,16,\N,0
htcomp.net,2000,2,\N,0
htg.net,2001,\N,1,0
hts-la.com,2001,1,\N,0
hub.ofthe.net,2001,2,\N,0
huberlaw.com,2001,\N,1,0
huberman.com,2000,2,\N,0
hubserve.com,2000,4,\N,0
hubserve.net,2000,4,\N,0
hudson-nyc.com,2000,\N,6,0
hugheshubbard.com,2001,\N,1,0
huglushotguns.com,2000,4,\N,0
hultquistcapital.com,2001,\N,2,0
humancode.com,2000,2,\N,0
humble.k12.tx.us,2002,1,\N,0
humes-berg.com,2001,1,\N,0
hunton.com,2001,\N,39,0
hunton.com,2002,\N,4,0
huoston.rr.com,2000,2,\N,0
hupk.com,2000,\N,2,0
huseby-as.no,2001,\N,1,0
hushmail.com,2000,6,\N,0
hutchison.senate.gov,2000,4,\N,0
hutchison.senate.gov,2001,2,\N,0
hvllc.com,2000,12,\N,0
hwallp.com,2001,8,\N,0
hypercon.com,1999,2,\N,0
hyperion.com,2001,\N,1,0
hyperion.com,2002,\N,2,0
hyperion.rsc02.com,2001,\N,1,0
hypermail.cc,2002,\N,1,0
hyprotech.com,2001,\N,1,0
i-cruise.com,2002,\N,1,0
i-france.com,2001,\N,4,0
i-o.com,1999,2,\N,0
ia-arng.ngb.army.mil,2000,2,\N,0
ia.ngb.army.mil,2001,4,\N,0
iac.net,2002,\N,16,0
iaccgh.com,2001,1,\N,0
iafe.org,2001,\N,4,0
iafe.org,2002,\N,1,0
ibcuk.co.uk,2001,\N,5,0
ibcuk.co.uk,2002,\N,2,0
ibi.com,2001,2,\N,0
ibjbank.co.jp,1999,4,\N,0
ibjbank.co.jp,2001,\N,10,0
ibm.net,2000,4,\N,0
ibpcorp.com,2001,\N,3,0
ibw.com.ni,2002,\N,1,0
ic.ac.uk,2002,\N,1,0
ica-group.org,2002,\N,1,0
icansp.com,2001,\N,5,0
icc.state.il.us,2001,\N,2,0
iccenergy.org,2001,1,\N,0
icelandair.is,1999,\N,3,0
icelandair.is,2000,\N,9,0
icelandair.is,2001,\N,7,0
icelandair.is,2002,\N,16,0
icemiller.com,2001,2,\N,0
icfconsulting.com,2000,6,\N,0
icmtalent.com,2002,\N,1,0
iconnecthere.com,2001,\N,1,0
icorbroker.com,2000,2,\N,0
icruise.com,2001,\N,5,0
icruise.com,2002,\N,10,0
id.ru,2001,\N,2,0
ida.net,2002,\N,1,0
idahopower.com,1979,1,\N,0
idc.com,2001,\N,3,0
idcomm.com,2000,3,\N,0
idcomm.com,2002,1,\N,0
idealab.com,2001,\N,4,0
idealease.com,2001,\N,1,0
idgbooks.com,2000,\N,4,0
idrc.org,2000,12,\N,0
idt.net,2000,\N,41,0
iea.org,1999,3,\N,0
iea.org,2001,12,\N,0
ieee.org,2001,\N,1,0
ieee.org,2002,\N,1,0
ielectric.com,2001,\N,1,0
iep.illinova.com,2001,25,\N,0
iepa.com,1999,2,\N,0
ies.luth.se,2002,\N,1,0
iexalt.net,2001,\N,2,0
iexpect.com,2001,\N,26,0
iexpect.com,2002,\N,53,0
ifc.org,2000,\N,6,0
ifcosystems.com,2001,1,\N,0
ifeminists.com,2001,1,\N,0
igainc.com,2001,\N,1,0
igate.cbinet.com,2000,\N,31,0
igate.cbinet.com,2002,\N,20,0
igc.apc.org,1999,6,\N,0
igc.org,2000,\N,3,0
igc.org,2001,1,\N,0
igc.org,2002,\N,1,0
igt.org,2000,\N,2,0
ihomeowner.com,2001,\N,3,0
ihsenergy.com,2000,14,\N,0
ihsenergy.com,2001,\N,2,0
iibt.org,2001,\N,1,0
iid.com,2000,4,\N,0
iid.com,2001,\N,1,0
iif.com,2000,\N,3,0
iijournals.com,2001,\N,12,0
iinews.com,2000,\N,3,0
iinews.com,2001,\N,4,0
iinvestor.net,2001,\N,1,0
iirny.com,2000,5,\N,0
iirny.rs88.net,2001,\N,3,0
iirny.rsc02.com,2001,\N,1,0
ija.csic.es,2002,\N,1,0
ikon.com,2000,5,\N,0
il.proquest.com,2001,\N,5,0
illinova.com,1999,6,\N,0
ilstu.edu,2002,\N,2,0
imagestation.com,2000,\N,9,0
imagestation.com,2001,\N,10,0
imailbox.com,2001,\N,1,0
imanagersales.com,2002,\N,1,0
imcglobal.com,2001,1,\N,0
imcingular.com,2002,\N,1,0
imcnam.sbi.com,2000,\N,2,0
imcnam.sbi.com,2002,\N,1,0
imiresort.com,2001,\N,1,0
imixinc.com,2000,2,\N,0
iml.fhg.de,2001,\N,1,0
imp.enlist.com,2000,\N,6,0
impacservices.com,2000,3,\N,0
impactpress.com,2002,\N,1,0
implementation.com,2001,\N,1,0
improvenow.com,2000,\N,10,0
ims-go.com,2001,\N,1,0
ims-go.com,2002,\N,2,0
in-barings.com,2001,2,\N,0
iname.com,2001,3,\N,0
iname.com,2002,\N,2,0
inbox.nytimes.com,2000,\N,22,0
inbox.nytimes.com,2001,\N,7,0
inbox.nytimes.com,2002,\N,2,0
inbox.ru,2002,\N,1,0
inbox.weather.com,2001,\N,22,0
inbox.weather.com,2002,\N,17,0
incentre.net,2000,\N,3,0
inchon.navy.mil,2001,\N,2,0
incident.com,2001,\N,92,0
incident.com,2002,\N,10,0
incs.lemroh.com,2001,\N,3,0
indecon.com,1999,3,\N,0
independent.org,2000,\N,3,0
independentsector.org,2002,\N,1,0
indiana.edu,2001,\N,9,0
indiana.edu,2002,\N,6,0
indianmountain.org,2001,\N,2,0
indigoinvestor.com,2001,1,\N,0
indosat.net.id,2001,\N,1,0
indosuez.co.uk,2001,2,\N,0
indsys.ge.com,2001,1,\N,0
induslogic.com,2001,\N,2,0
industrialinfo.com,2002,\N,124,0
indy.net,2002,\N,1,0
indy.rr.com,2001,\N,1,0
inetmail.att.net,2000,2,\N,0
inetport.com,2000,3,\N,0
infiniteenergy.com,2000,8,\N,0
infiniteenergy.com,2002,1,\N,0
info.aa.com,2000,\N,14,0
info.aa.com,2001,\N,17,0
info.aa.com,2002,\N,19,0
info.artistdirect.com,2001,\N,2,0
info.artistdirect.com,2002,\N,1,0
info.blastdirect.com,2002,\N,1,0
info.citibankcards.com,2001,\N,3,0
info.excite.com,2002,\N,2,0
info.iwon.com,2001,\N,22,0
info.redcross.org,2001,\N,2,0
info.turbotax.com,2000,\N,6,0
info.turbotax.com,2001,\N,1,0
info.ual.com,2002,\N,3,0
info2000.net,2001,2,\N,0
infoanddatacenter.com,2001,\N,1,0
infobeat.com,2000,\N,54,0
infohwy.com,2000,3,\N,0
infohwy.com,2001,8,\N,0
infolink.com,2001,\N,1,0
informamedia.cminteractive.com,2001,\N,5,0
informatc.cminteractive.com,2001,\N,1,0
infospace.com,2001,1,\N,0
infrastructureworld.com,2001,\N,1,0
ingaa.org,1999,6,\N,0
ingaa.org,2001,2,\N,0
ingaa.org,2002,\N,1,0
ingenieros.com,2000,\N,3,0
ingular.com,2002,\N,1,0
initiativesforchildren.org,2001,\N,2,0
inknowvator.com,2001,\N,1,0
inmail.sk,2001,\N,2,0
ino.com,2000,\N,18,0
ino.com,2001,\N,114,0
ino.com,2002,\N,34,0
insdb8501.inz.gs.com,2001,\N,1,0
insdbod01.inz.gs.com,2001,\N,1,0
insider.cheaptickets.com,2000,\N,3,0
insider.cheaptickets.com,2001,\N,9,0
insiderscores.com,2000,\N,3,0
insiderscores.com,2001,\N,9,0
insightbb.com,2002,\N,1,0
insightful.com,2001,1,\N,0
insightinfo.com,2001,3,\N,0
insiteobjects.com,2000,3,\N,0
insiteobjects.com,2001,3,\N,0
instantlivetalk.com,2002,\N,1,0
instaronline.com,2000,2,\N,0
instinet.co.uk,2000,2,\N,0
instinet.exactis.com,2000,3,\N,0
insync-palm.com,2002,\N,18,0
insync.net,1999,1,\N,0
insync.net,2002,\N,1,0
intecengineering.com,2002,\N,1,0
integra-ls.com,2001,3,\N,0
integralaccess.com,2001,\N,1,0
integrityrs.com,2001,\N,4,0
intel.com,1999,\N,2,0
intel.com,2002,\N,1,0
intel.m0.net,2001,\N,3,0
intel.m0.net,2002,\N,1,0
intellibridge.com,2001,\N,6,0
intelligemcepress.com,2000,4,\N,0
intelligencepress.com,2002,\N,6,0
intellimark-it.com,2001,\N,1,0
intellor.com,2001,\N,1,0
intellor.com,2002,\N,1,0
inter-tel.com,2001,\N,1,0
inter.net.il,2000,2,\N,0
interaccess.com,2000,\N,3,0
interaccess.com,2002,\N,1,0
interactive.wsj.com,2001,\N,1,0
interactivemarketing.com,2001,\N,1,0
interchange-energy.com,2000,\N,9,0
interchange-energy.com,2001,\N,14,0
interchange-energy.com,2002,\N,1,0
interdec.co.il,2002,\N,1,0
interestingemail.com,2001,\N,1,0
interfin.com,2001,1,\N,0
interliant.com,2001,\N,2,0
intermat.com,2001,\N,1,0
internationalsos.com,2000,16,\N,0
internationaltool.com,2001,\N,2,0
internet-fx.com,2001,\N,4,0
internet-we.net,2002,\N,1,0
internet.com,2000,\N,9,0
internet.com,2001,\N,17,0
internetcapital.com,2000,3,\N,0
internetex.com,2001,\N,6,0
internetni.com,2001,\N,10,0
internetsystemsglobal.com,2001,1,\N,0
intervolved.net,2001,\N,7,0
intervolved.net,2002,\N,3,0
interwoven.com,2001,\N,1,0
interx.net,1999,\N,6,0
intfin.com,2001,1,\N,0
intralinks.com,2001,\N,3,0
intria.com,2001,\N,2,0
intur.net,2001,5,\N,0
inventx.com,2001,\N,1,0
inventx.com,2002,\N,1,0
investments.foliofn.com,2001,\N,2,0
investools.com,2001,\N,4,0
investools.com,2002,\N,13,0
investorama.com,2000,\N,12,0
investorplace.com,2000,\N,6,0
investorplace.com,2001,\N,28,0
investorplace.com,2002,\N,17,0
invisioncs.com,2000,\N,3,0
invisioncs.com,2001,\N,3,0
inyouremail.com,2001,\N,5,0
inyouremail.com,2002,\N,3,0
iobox.fi,2001,\N,3,0
iod.com,2002,2,\N,0
iolok.com,2000,3,\N,0
ionsys.com,2001,\N,1,0
iopener.net,2000,4,\N,0
iown.com,2000,\N,15,0
ip3.com,2,\N,1,0
ipa.net,2000,3,\N,0
ipa.netf,2002,\N,1,0
ipaa.org,1999,6,\N,0
ipaa.org,2000,6,\N,0
ipalco.com,2000,2,\N,0
ipams.org,2001,\N,12,0
ipaper.com,2001,\N,1,0
ipass.com,2000,\N,2,0
ipe.uk.com,2000,4,\N,0
ipgdirect.com,2002,1,\N,0
iplace.com,2001,\N,2,0
ippny.org,2001,4,\N,0
ippso.org,2001,\N,1,0
ipsos-reid.com,2001,\N,1,0
iqmailer.net,2000,\N,3,0
iqmailer.net,2001,\N,1,0
iqmailer.net,2002,\N,1,0
iqpc.co.uk,2001,\N,4,0
iqpc.com,2001,1,\N,0
iquest.net,2000,\N,3,0
ir-group.co.uk,2001,\N,1,0
ir-group.com,2002,\N,1,0
iraq.nu,2001,\N,2,0
irjgroup.co.jp,2001,\N,36,0
iroquois.com,2000,3,\N,0
irr.com,2001,2,\N,0
irvineco.com,2000,2,\N,0
isanderson.com,2000,\N,1,0
isanderson.com,2001,\N,1,0
isb.paknet.com.pk,2000,3,\N,0
isbindia.org,2000,3,\N,0
isda.org,1979,1,\N,0
isda.org,2002,\N,3,0
iservco.com,2000,32,\N,0
isigrp.com,2001,\N,4,0
isinet.com,2002,\N,1,0
isitpat.com,2001,\N,1,0
islc.net,2001,1,\N,0
iso-ne.com,2000,\N,4,0
iso-ne.com,2002,\N,4,0
israd.2ndmail.com,2001,3,\N,0
istaffinggroup.com,2001,2,\N,0
isye.gatech.edu,2002,\N,1,0
it.com.pl,2001,5,\N,0
ita.doc.gov,1999,12,\N,0
itau.com.br,2001,\N,1,0
iteam.com,2000,\N,3,0
itginc.com,2001,1,\N,0
itgnc.com,2001,1,\N,0
iti2.net,1999,2,\N,0
itiliti.com,2002,\N,1,0
itron.com,2000,4,\N,0
itsimazing.etoll.net,2001,\N,3,0
itsiprocess.com,2002,\N,1,0
itsmarta.com,2001,2,\N,0
iue.it,2001,2,\N,0
iusb.edu,2002,\N,1,0
iv-mailbck.intervolved.net,2001,\N,6,0
ivey.ca,2001,4,\N,0
ivey.uwo.ca,2000,3,\N,0
ivey.uwo.ca,2001,\N,3,0
ivey.uwo.ca,2002,\N,1,0
ivp-ny.com,2001,\N,1,0
iwanto.com,2001,2,\N,0
iwearart.com,2002,\N,1,0
iwin.com,2000,\N,3,0
iwon.com,2001,8,\N,0
ix.net.com,2001,2,\N,0
ix.netcom.com,2002,\N,3,0
ixl.com,2000,2,\N,0
ixnet.com,2000,\N,3,0
ixs1.net,2001,\N,12,0
ixs1.net,2002,\N,2,0
ixs2.net,2001,\N,3,0
izhuta.com,2001,\N,17,0
izio.com,2001,2,\N,0
izolli.com,2001,2,\N,0
jackpotsports.com,2001,\N,2,0
jacksonlewis.com,2000,3,\N,0
jacksonlewis.com,2001,\N,1,0
jacobs.com,2000,13,\N,0
jacobsconsultancy.com,2002,1,\N,0
jaecklewholesale.com,2000,21,\N,0
jagee.com,2000,2,\N,0
jahouston.org,2000,2,\N,0
jamcracker.com,2001,2,\N,0
jamesgalleryhouston.com,2001,\N,3,0
jamesgalleryhouston.com,2002,\N,5,0
japansociety.org,2001,\N,1,0
jasc.com,2001,\N,1,0
jashford.com,2002,\N,1,0
jazzfree.com,2002,1,\N,0
jbsenergy.com,2000,2,\N,0
jc-a.com,2000,2,\N,0
jci.com,2000,\N,5,0
jdaugherty.com,2002,1,\N,0
jdcorp.deere.com,2000,2,\N,0
jdf.org,2001,\N,3,0
jdirving.com,2000,2,\N,0
jdirving.com,2001,4,\N,0
jea.com,2001,3,\N,0
jeanneret.com,2000,6,\N,0
jefferson-usa.com,2000,3,\N,0
jefferson-usa.com,2001,\N,1,0
jellybelly.com,2000,3,\N,0
jenkens.com,2000,2,\N,0
jenkins.com,2002,1,\N,0
jensenmotorsport.com,2001,\N,2,0
jenswold.com,2002,1,\N,0
jerusalen.com,2001,\N,1,0
jetlease.com,2001,\N,1,0
jetson.uh.edu,2001,\N,11,0
jexcite.com,2001,2,\N,0
jhavergroup.com,2001,\N,1,0
jhenergy.com,2000,2,\N,0
jhenergy.com,2002,\N,1,0
jhmedia.com,2001,\N,1,0
jhuapl.edu,2002,\N,1,0
jimbrulte.com,2000,\N,2,0
jippii.fi,2001,\N,2,0
jippii.fi,2002,\N,1,0
jiss.com,1999,\N,2,0
jobreviews.8m.com,2000,\N,2,0
jodecorp.com,2001,1,\N,0
joemyersforddirect.com,2001,\N,3,0
joewhite.com,2002,\N,4,0
johncooper.org,2000,\N,9,0
johnscotti.com,2002,1,\N,0
joinmail.ccbn.com,2001,\N,14,0
joinmail.ccbn.com,2002,\N,24,0
jonesenergy.com,2000,35,\N,0
jonesenergy.com,2001,14,\N,0
jonesgranger.com,1999,10,\N,0
jonesgranger.com,2000,126,\N,0
jonfriedberg.com,2001,\N,1,0
jos-a-bank.com,2001,\N,2,0
josephrichards.com,2001,\N,2,0
jove.acs.unt.edu,2002,\N,1,0
jpeterman.com,2001,\N,2,0
jpi.com,2000,\N,9,0
jpkotts.com,2001,2,\N,0
jpmailer.com,2001,\N,1,0
jpmorgan.com,1999,2,\N,0
jporgan.com,2001,2,\N,0
jps.net,2000,4,\N,0
jps.net,2001,1,\N,0
jsc.nasa.gov,2000,2,\N,0
jsc.nasa.gov,2002,1,\N,0
jschmid.com,2002,\N,1,0
jubiipost.dk,2001,\N,1,0
jubiipost.dk,2002,\N,1,0
judgeelizabethray.com,2001,\N,2,0
judgemargaretmirabal.com,2002,\N,2,0
juggling.org,2002,\N,1,0
jump.net,2000,\N,2,0
jun.com,2000,4,\N,0
juniperenergy.com,2002,1,\N,0
juno.com,1998,4,\N,0
junosystems.com,2001,5,\N,0
just-works.com,2002,\N,1,0
juvcourt.hamilton-co.org,2002,\N,1,0
jwemc.org,2001,\N,2,0
jyrki.com,2002,\N,1,0
k.ro,2001,\N,1,0
ka-pow.com,2000,2,\N,0
kahkaha.com,2001,\N,1,0
kainon.com,2001,\N,4,0
kainon.com,2002,\N,1,0
kaiseral.com,2001,2,\N,0
kali.com.cn,2001,\N,1,0
kalotay.com,2000,\N,9,0
kana.com,2001,\N,1,0
kanekatexas.com,2001,38,\N,0
kanekatexas.com,2002,2,\N,0
kannerandassoc.com,2001,25,\N,0
kansascity.com,2000,8,\N,0
kantola.com,2002,\N,1,0
karimrashid.com,2001,\N,17,0
karnopp.com,2001,2,\N,0
kaseco.com,2001,\N,60,0
kasowitz.com,2001,4,\N,0
katzenbach.com,2001,\N,1,0
kbc.be,2001,\N,2,0
kc-mx.avantgo.com,2001,\N,7,0
kc.rr.com,2000,\N,2,0
kc.rr.com,2001,\N,3,0
kcc.com,2000,\N,3,0
kcc.com,2001,4,\N,0
kcl.ac.uk,2000,5,\N,0
kcom.edu,2001,1,\N,0
kcsenergy.com,2000,6,\N,0
kctera.net,2001,2,\N,0
kdscommunicatins.com,2001,2,\N,0
keith-associates.com,2001,3,\N,0
kekst.com,2000,2,\N,0
kelleydrye.com,2000,6,\N,0
kelsey-seybold.com,2000,6,\N,0
kenduncan.com,2002,6,\N,0
kenergy.com,2000,4,\N,0
kent.edu,2000,\N,3,0
kentelec.com,2000,9,\N,0
kenyon.edu,1999,4,\N,0
kenyon.edu,2002,\N,1,0
kern-search.com,2001,\N,1,0
kerr-solutions.com,2001,12,\N,0
keshi.com,2000,2,\N,0
keyanoc.ab.ca,2001,\N,1,0
keywaycorp.com,2000,2,\N,0
kfw.de,2001,19,\N,0
kg21.net,2001,\N,1,0
khh.com,1999,2,\N,0
khou.weatherwarn.net,2001,\N,31,0
kidventurecamp.com,2000,2,\N,0
kilpatrickstockton.com,2000,3,\N,0
kilstock.com,2001,2,\N,0
kimballresources.com,2001,1,\N,0
kimo.com.tw,2001,\N,1,0
kineticres.com,1999,\N,2,0
kineticres.com,2000,\N,2,0
king-ranch.com,2000,\N,2,0
kingpublishing.com,2000,\N,3,0
kingranch.com,2000,4,\N,0
kingshilldirect.co.uk,2002,\N,1,0
kingsland.org,2001,1,\N,0
kingstonmortgage.com,2001,\N,1,0
kingwoodcable.com,2002,2,\N,0
kink.fm,2002,\N,1,0
kinkaid.org,2002,\N,3,0
kinkos.com,2000,2,\N,0
kiodex.com,2000,\N,3,0
kirksey.com,2001,2,\N,0
kistlerwine.com,2001,\N,4,0
kitkat.org,2001,\N,6,0
klaguarta.com,2001,\N,1,0
klindh.com,2000,10,\N,0
kllp.com,2001,3,\N,0
kmicorp.com,2000,6,\N,0
kmtc.com,2001,3,\N,0
knauffiberglass.com,2001,9,\N,0
kne.com,1999,\N,2,0
kne.com,2000,5,\N,0
kne.com,2001,3,\N,0
knowledgebeam.com,2001,\N,2,0
knowledgebeginnings.com,2001,4,\N,0
knowledgecube.com,2001,\N,1,0
knowledgeu.com,1999,4,\N,0
knowledgeu.com,2000,\N,6,0
knxv.com,2001,1,\N,0
kobaki.com,2000,\N,2,0
kochind.com,1999,\N,2,0
koin.com,2001,1,\N,0
konnect.net,2000,3,\N,0
kor-seek.com,2001,\N,1,0
kovair.com,2000,\N,3,0
koyosha.com,2001,\N,1,0
kozmo.com,2000,3,\N,0
kp.org,2002,\N,3,0
kpft.org,2001,1,\N,0
kpmg.com,2002,\N,2,0
kptv.com,2001,1,\N,0
kptv.com,2002,\N,1,0
krm.com,2001,\N,2,0
kroadv.com,2001,\N,2,0
kroger.com,2001,1,\N,0
kroger.com,2002,\N,1,0
ksbj.org,2001,\N,5,0
kslaw.com,1979,4,\N,0
kslmail.com,2001,\N,1,0
kudlow.com,2001,\N,78,0
kudlow.com,2002,\N,12,0
kvaerner.com,1999,2,\N,0
kvaerner.com,2000,15,\N,0
kvaerner.com,2002,\N,1,0
kvo.com,2002,\N,1,0
kwikset.com,2000,18,\N,0
l2systems.com,2001,\N,3,0
la.apollolp.com,2001,1,\N,0
la.whitecase.com,2000,4,\N,0
labs.tamu.edu,2000,7,\N,0
lacdc.org,2002,\N,1,0
lacima.co.uk,2001,5,\N,0
lacoe.edu,2000,12,\N,0
ladwp.com,2000,14,\N,0
ladwp.com,2001,\N,1,0
ladwp.com,2002,\N,3,0
lajollaeconomics.com,2001,\N,2,0
lakeaustin.com,2001,22,\N,0
lakeaustinspa.com,2001,4,\N,0
laketraviscpa.com,2001,1,\N,0
lakewindcrest.com,2001,\N,1,0
lamrc.com,2001,2,\N,0
landmarkchevorlet.com,2002,2,\N,0
landmarkchevrolet.com,2002,\N,1,0
landsend.com,2001,\N,8,0
lanebryantmail.com,2001,\N,1,0
lanebryantmail.com,2002,\N,2,0
lanefinancialllc.com,2001,\N,1,0
lanlaw.com,2000,11,\N,0
lapaz.mail.fco.gov.uk,2001,\N,1,0
laplaza.org,2002,\N,1,0
lapros.qc.ca,2000,2,\N,0
lastminutetravel.com,2002,\N,1,0
lasvegascogen.com,2001,3,\N,0
latreo.net,2002,\N,1,0
latrobe.edu.au,2002,\N,1,0
launch-media.net,2001,\N,23,0
launch.com,2001,\N,2,0
launch.net,2001,\N,1,0
launchfax.com,2001,\N,1,0
